Latitude,Longitude
37.814716360601004,-122.33976727879799
37.81496677796327,-122.33926644407346
37.815217195325545,-122.33876560934891
37.81546761268781,-122.33826477462438
37.815718030050085,-122.33776393989983
37.81596844741236,-122.33726310517528
37.816218864774626,-122.33676227045075
37.8164692821369,-122.3362614357262
37.81671969949917,-122.33576060100167
37.81697011686144,-122.33525976627712
37.81722053422371,-122.33475893155259
37.81747095158598,-122.33425809682804
37.81772136894825,-122.3337572621035
37.81797178631052,-122.33325642737896
37.81822220367279,-122.33275559265442
37.81847262103506,-122.33225475792987
37.81872303839733,-122.33175392320534
37.818973455759604,-122.33125308848079
37.81922387312187,-122.33075225375626
37.819474290484145,-122.33025141903171
37.81972470784641,-122.32975058430718
37.819975125208686,-122.32924974958263
37.82022554257095,-122.3287489148581
37.820475959933226,-122.32824808013355
37.82072637729549,-122.32774724540901
37.82097679465777,-122.32724641068447
37.821227212020034,-122.32674557595993
37.82147762938231,-122.32624474123539
37.821728046744575,-122.32574390651085
37.82197846410685,-122.3252430717863
37.822228881469115,-122.32474223706177
37.82247929883139,-122.32424140233722
37.822729716193656,-122.32374056761269
37.82298013355593,-122.32323973288814
37.8232305509182,-122.3227388981636
37.82348096828047,-122.32223806343906
37.82373138564274,-122.32173722871453
37.82398180300501,-122.32123639398998
37.82423222036728,-122.32073555926544
37.82448263772955,-122.3202347245409
37.82473305509182,-122.31973388981636
37.82498347245409,-122.31923305509181
37.82523388981636,-122.31873222036728
37.825484307178634,-122.31823138564273
37.8257347245409,-122.3177305509182
37.825985141903175,-122.31722971619365
37.82623555926544,-122.31672888146912
37.826485976627716,-122.31622804674457
37.82673639398998,-122.31572721202004
37.826986811352256,-122.31522637729549
37.82723722871452,-122.31472554257095
37.8274876460768,-122.3142247078464
37.827738063439064,-122.31372387312187
37.82798848080134,-122.31322303839733
37.828238898163605,-122.31272220367279
37.82848931552588,-122.31222136894824
37.828739732888145,-122.31172053422371
37.82899015025042,-122.31121969949916
37.829240567612686,-122.31071886477463
37.82949098497496,-122.31021803005008
37.829741402337234,-122.30971719532553
37.8299918196995,-122.309216360601
37.830242237061775,-122.30871552587645
37.83049265442404,-122.30821469115192
37.830743071786316,-122.30771385642737
37.83099348914858,-122.30721302170284
37.831243906510856,-122.30671218697829
37.83149432387312,-122.30621135225375
37.8317447412354,-122.3057105175292
37.831995158597664,-122.30520968280467
37.83224557595994,-122.30470884808012
37.832495993322205,-122.30420801335559
37.83274641068448,-122.30370717863104
37.832996828046745,-122.30320634390651
37.83324724540902,-122.30270550918196
37.833497662771286,-122.30220467445743
37.83374808013356,-122.30170383973288
37.83399849749583,-122.30120300500835
37.8342489148581,-122.3007021702838
37.83449933222037,-122.30020133555927
37.83474974958264,-122.29970050083472
37.83500016694491,-122.29919966611018
37.83525058430718,-122.29869883138564
37.83550100166945,-122.2981979966611
37.83575141903172,-122.29769716193655
37.83600183639399,-122.29719632721202
37.836252253756264,-122.29669549248747
37.83650267111853,-122.29619465776294
37.836753088480805,-122.29569382303839
37.83700350584307,-122.29519298831386
37.837253923205346,-122.29469215358931
37.83750434056761,-122.29419131886478
37.837754757929886,-122.29369048414023
37.83800517529215,-122.2931896494157
37.83825559265443,-122.29268881469115
37.838506010016694,-122.29218797996661
37.83875642737897,-122.29168714524207
37.839006844741235,-122.29118631051753
37.83925726210351,-122.29068547579298
37.839507679465775,-122.29018464106845
37.83975809682805,-122.2896838063439
37.840008514190316,-122.28918297161937
37.84025893155259,-122.28868213689482
37.84050934891486,-122.28818130217029
37.84075976627713,-122.28768046744574
37.8410101836394,-122.2871796327212
37.84126060100167,-122.28667879799666
37.84151101836394,-122.28617796327212
37.84176143572621,-122.28567712854758
37.84201185308848,-122.28517629382304
37.84226227045075,-122.2846754590985
37.84251268781302,-122.28417462437396
37.842763105175294,-122.28367378964941
37.84301352253756,-122.28317295492488
37.843263939899835,-122.28267212020033
37.84351435726211,-122.28217128547578
37.843764774624375,-122.28167045075125
37.84401519198665,-122.2811696160267
37.844265609348916,-122.28066878130217
37.84451602671119,-122.28016794657762
37.84476644407346,-122.27966711185309
37.84501686143573,-122.27916627712854
37.845267278798,-122.278665442404
37.84551769616027,-122.27816460767946
37.84576811352254,-122.27766377295492
37.84601853088481,-122.27716293823038
37.84626894824708,-122.27666210350584
37.84651936560935,-122.2761612687813
37.84676978297162,-122.27566043405676
37.847020200333894,-122.27515959933221
37.84727061769616,-122.27465876460768
37.847521035058435,-122.27415792988313
37.8477714524207,-122.2736570951586
37.848021869782976,-122.27315626043405
37.84827228714524,-122.27265542570952
37.848522704507516,-122.27215459098497
37.84877312186978,-122.27165375626043
37.84902353923206,-122.27115292153589
37.849273956594324,-122.27065208681135
37.8495243739566,-122.2701512520868
37.849774791318865,-122.26965041736227
37.85002520868114,-122.26914958263772
37.850275626043405,-122.26864874791319
37.85052604340568,-122.26814791318864
37.850776460767946,-122.26764707846411
37.85102687813022,-122.26714624373956
37.85127729549249,-122.26664540901503
37.85152771285476,-122.26614457429048
37.85177813021703,-122.26564373956595
37.8520285475793,-122.2651429048414
37.85227896494157,-122.26464207011686
37.85252938230384,-122.26414123539232
37.85277979966611,-122.26364040066778
37.85303021702838,-122.26313956594323
37.85328063439065,-122.2626387312187
37.853531051752924,-122.26213789649415
37.85378146911519,-122.26163706176962
37.854031886477465,-122.26113622704507
37.85428230383973,-122.26063539232054
37.854532721202006,-122.26013455759599
37.85478313856427,-122.25963372287146
37.855033555926546,-122.25913288814691
37.85528397328881,-122.25863205342237
37.85553439065109,-122.25813121869783
37.855784808013354,-122.2576303839733
37.85603522537563,-122.25712954924875
37.856285642737895,-122.25662871452421
37.85653606010017,-122.25612787979966
37.85678647746244,-122.25562704507512
37.85703689482471,-122.25512621035058
37.85728731218698,-122.25462537562603
37.85753772954925,-122.2541245409015
37.857788146911524,-122.25362370617695
37.85803856427379,-122.25312287145242
37.858288981636065,-122.25262203672787
37.85853939899833,-122.25212120200334
37.858789816360606,-122.25162036727879
37.85904023372287,-122.25111953255426
37.859290651085146,-122.25061869782971
37.85954106844741,-122.25011786310517
37.85979148580969,-122.24961702838063
37.860041903171954,-122.24911619365609
37.86029232053423,-122.24861535893154
37.860542737896495,-122.24811452420701
37.86079315525877,-122.24761368948246
37.861043572621035,-122.24711285475793
37.86129398998331,-122.24661202003338
37.861544407345576,-122.24611118530885
37.86179482470785,-122.2456103505843
37.86204524207012,-122.24510951585977
37.86229565943239,-122.24460868113522
37.86254607679466,-122.24410784641069
37.86279649415693,-122.24360701168614
37.8630469115192,-122.2431061769616
37.86329732888147,-122.24260534223706
37.86354774624374,-122.24210450751252
37.86379816360601,-122.24160367278797
37.86404858096828,-122.24110283806344
37.864298998330554,-122.24060200333889
37.86454941569282,-122.24010116861436
37.864799833055095,-122.23960033388981
37.86505025041736,-122.23909949916528
37.865300667779636,-122.23859866444073
37.8655510851419,-122.2380978297162
37.865801502504176,-122.23759699499165
37.86605191986644,-122.23709616026711
37.86630233722872,-122.23659532554257
37.866552754590984,-122.23609449081803
37.86680317195326,-122.23559365609349
37.867053589315525,-122.23509282136895
37.8673040066778,-122.2345919866444
37.867554424040065,-122.23409115191987
37.86780484140234,-122.23359031719532
37.868055258764606,-122.23308948247079
37.86830567612688,-122.23258864774624
37.86855609348915,-122.2320878130217
37.86880651085142,-122.23158697829716
37.86905692821369,-122.23108614357263
37.86930734557596,-122.23058530884808
37.86955776293823,-122.23008447412354
37.8698081803005,-122.229583639399
37.87005859766277,-122.22908280467446
37.87030901502504,-122.22858196994991
37.87055943238732,-122.22808113522537
37.870809849749584,-122.22758030050083
37.87106026711186,-122.22707946577628
37.871310684474125,-122.22657863105175
37.8715611018364,-122.2260777963272
37.871811519198666,-122.22557696160267
37.87206193656094,-122.22507612687812
37.872312353923206,-122.22457529215359
37.87256277128548,-122.22407445742904
37.87281318864775,-122.2235736227045
37.87306360601002,-122.22307278797996
37.87331402337229,-122.22257195325543
37.87356444073456,-122.22207111853088
37.87381485809683,-122.22157028380634
37.8740652754591,-122.2210694490818
37.87431569282137,-122.22056861435726
37.87456611018364,-122.22006777963271
37.87481652754591,-122.21956694490818
37.875066944908184,-122.21906611018363
37.87531736227045,-122.2185652754591
37.875567779632725,-122.21806444073455
37.87581819699499,-122.21756360601002
37.876068614357266,-122.21706277128547
37.87631903171953,-122.21656193656094
37.876569449081806,-122.21606110183639
37.87681986644407,-122.21556026711185
37.87707028380635,-122.2150594323873
37.877320701168614,-122.21455859766277
37.87757111853089,-122.21405776293822
37.877821535893155,-122.21355692821369
37.87807195325543,-122.21305609348914
37.878322370617695,-122.21255525876461
37.87857278797997,-122.21205442404006
37.878823205342236,-122.21155358931553
37.87907362270451,-122.21105275459098
37.87932404006678,-122.21055191986645
37.87957445742905,-122.2100510851419
37.87982487479132,-122.20955025041737
37.88007529215359,-122.20904941569282
37.88032570951586,-122.20854858096828
37.88057612687813,-122.20804774624374
37.8808265442404,-122.2075469115192
37.88107696160267,-122.20704607679465
37.88132737896494,-122.20654524207012
37.881577796327214,-122.20604440734557
37.88182821368948,-122.20554357262104
37.882078631051755,-122.20504273789649
37.88232904841402,-122.20454190317196
37.882579465776296,-122.20404106844741
37.88282988313856,-122.20354023372288
37.883080300500836,-122.20303939899833
37.8833307178631,-122.2025385642738
37.88358113522538,-122.20203772954925
37.883831552587644,-122.20153689482471
37.88408196994992,-122.20103606010017
37.88433238731219,-122.20053522537562
37.88458280467446,-122.20003439065108
37.88483322203673,-122.19953355592654
37.885083639399,-122.199032721202
37.88533405676127,-122.19853188647745
37.88558447412354,-122.19803105175292
37.885834891485814,-122.19753021702837
37.88608530884808,-122.19702938230384
37.886335726210355,-122.19652854757929
37.88658614357262,-122.19602771285476
37.886836560934896,-122.19552687813021
37.88708697829716,-122.19502604340568
37.887337395659436,-122.19452520868113
37.8875878130217,-122.1940243739566
37.88783823038398,-122.19352353923205
37.888088647746244,-122.19302270450751
37.88833906510852,-122.19252186978296
37.888589482470785,-122.19202103505843
37.88883989983306,-122.19152020033388
37.889090317195325,-122.19101936560935
37.8893407345576,-122.1905185308848
37.889591151919866,-122.19001769616027
37.88984156928214,-122.18951686143572
37.89009198664441,-122.18901602671119
37.89034240400668,-122.18851519198664
37.89059282136895,-122.1880143572621
37.89084323873122,-122.18751352253756
37.89109365609349,-122.18701268781302
37.89134407345576,-122.18651185308848
37.89159449081803,-122.18601101836394
37.8918449081803,-122.1855101836394
37.89209532554257,-122.18500934891486
37.892345742904844,-122.18450851419031
37.89259616026711,-122.18400767946578
37.892846577629385,-122.18350684474123
37.89309699499165,-122.1830060100167
37.893347412353926,-122.18250517529215
37.89359782971619,-122.18200434056762
37.893848247078466,-122.18150350584307
37.89409866444073,-122.18100267111853
37.89434908180301,-122.18050183639399
37.894599499165274,-122.18000100166945
37.89484991652755,-122.1795001669449
37.895100333889815,-122.17899933222037
37.89535075125209,-122.17849849749582
37.895601168614355,-122.17799766277129
37.89585158597663,-122.17749682804674
37.896102003338896,-122.17699599332221
37.89635242070117,-122.17649515859766
37.89660283806344,-122.17599432387313
37.89685325542571,-122.17549348914858
37.89710367278798,-122.17499265442405
37.89735409015025,-122.1744918196995
37.89760450751252,-122.17399098497496
37.89785492487479,-122.17349015025042
37.898105342237066,-122.17298931552587
37.89835575959933,-122.17248848080133
37.89860617696161,-122.17198764607679
37.898856594323874,-122.17148681135225
37.89910701168615,-122.1709859766277
37.899357429048415,-122.17048514190317
37.89960784641069,-122.16998430717862
37.899858263772956,-122.16948347245409
37.90010868113523,-122.16898263772954
37.900359098497496,-122.16848180300501
37.90060951585977,-122.16798096828046
37.90085993322204,-122.16748013355593
37.90111035058431,-122.16697929883138
37.90136076794658,-122.16647846410685
37.90161118530885,-122.1659776293823
37.90186160267112,-122.16547679465776
37.90211202003339,-122.16497595993322
37.90236243739566,-122.16447512520868
37.90261285475793,-122.16397429048413
37.9028632721202,-122.1634734557596
37.903113689482474,-122.16297262103505
37.90336410684474,-122.16247178631052
37.903614524207015,-122.16197095158597
37.90386494156928,-122.16147011686144
37.904115358931556,-122.16096928213689
37.90436577629382,-122.16046844741236
37.904616193656096,-122.15996761268781
37.90486661101836,-122.15946677796327
37.90511702838064,-122.15896594323873
37.905367445742904,-122.15846510851419
37.90561786310518,-122.15796427378964
37.905868280467445,-122.15746343906511
37.90611869782972,-122.15696260434056
37.906369115191985,-122.15646176961603
37.90661953255426,-122.15596093489148
37.906869949916526,-122.15546010016695
37.9071203672788,-122.1549592654424
37.90737078464107,-122.15445843071787
37.90762120200334,-122.15395759599332
37.90787161936561,-122.15345676126879
37.90812203672788,-122.15295592654424
37.90837245409015,-122.1524550918197
37.90862287145242,-122.15195425709516
37.90887328881469,-122.15145342237062
37.90912370617696,-122.15095258764607
37.90937412353923,-122.15045175292154
37.909624540901504,-122.14995091819699
37.90987495826377,-122.14945008347246
37.910125375626045,-122.14894924874791
37.91037579298831,-122.14844841402338
37.910626210350586,-122.14794757929883
37.91087662771285,-122.1474467445743
37.911127045075126,-122.14694590984975
37.9113774624374,-122.1464450751252
37.91162787979967,-122.14594424040067
37.91187829716194,-122.14544340567612
37.91212871452421,-122.14494257095159
37.91237913188648,-122.14444173622704
37.91262954924875,-122.1439409015025
37.91287996661102,-122.14344006677796
37.91313038397329,-122.14293923205342
37.91338080133556,-122.14243839732887
37.91363121869783,-122.14193756260434
37.913881636060104,-122.14143672787979
37.91413205342237,-122.14093589315526
37.914382470784645,-122.14043505843071
37.91463288814691,-122.13993422370618
37.914883305509186,-122.13943338898163
37.91513372287145,-122.1389325542571
37.915384140233726,-122.13843171953255
37.91563455759599,-122.13793088480801
37.91588497495827,-122.13743005008347
37.916135392320534,-122.13692921535893
37.91638580968281,-122.13642838063438
37.916636227045075,-122.13592754590985
37.91688664440735,-122.1354267111853
37.917137061769616,-122.13492587646077
37.91738747913189,-122.13442504173622
37.917637896494156,-122.13392420701169
37.91788831385643,-122.13342337228714
37.9181387312187,-122.1329225375626
37.91838914858097,-122.13242170283806
37.91863956594324,-122.13192086811353
37.91888998330551,-122.13142003338898
37.91914040066778,-122.13091919866444
37.91939081803005,-122.1304183639399
37.91964123539232,-122.12991752921536
37.91989165275459,-122.12941669449081
37.92014207011686,-122.12891585976628
37.920392487479134,-122.12841502504173
37.9206429048414,-122.1279141903172
37.920893322203675,-122.12741335559265
37.92114373956594,-122.12691252086812
37.921394156928216,-122.12641168614357
37.92164457429048,-122.12591085141904
37.921894991652756,-122.12541001669449
37.92214540901502,-122.12490918196995
37.9223958263773,-122.1244083472454
37.922646243739564,-122.12390751252087
37.92289666110184,-122.12340667779632
37.923147078464105,-122.12290584307179
37.92339749582638,-122.12240500834724
37.923647913188645,-122.12190417362271
37.92389833055092,-122.12140333889816
37.924148747913186,-122.12090250417363
37.92439916527546,-122.12040166944908
37.92464958263773,-122.11990083472455
37.9249,-122.1194
